1.0	-0.1945	0.2748	0.0108	-0.2699	-0.1505	0.209	-0.0261	0.1808	0.1005	0.2927	0.0573	0.27	0.2349
-0.1945	1.0	0.0676	0.1316	0.0029	0.1983	0.0287	0.2383	0.1462	-0.0152	-0.1445	-0.1517	0.0826	0.1595
0.2748	0.0676	1.0	0.0128	0.076	-0.1352	-0.2535	-0.1286	-0.137	-0.1082	0.0241	-0.217	-0.1612	0.1164
0.0108	0.1316	0.0128	1.0	0.1239	-0.2615	-0.0554	0.0256	-0.0505	-0.1759	-0.0479	0.2429	0.0504	0.1173
-0.2699	0.0029	0.076	0.1239	1.0	0.214	0.1594	-0.0718	-0.2965	-0.0889	0.1521	0.2121	0.2721	-0.0486
-0.1505	0.1983	-0.1352	-0.2615	0.214	1.0	0.1485	0.0277	0.062	-0.1677	-0.1683	-0.0385	-0.2826	-0.0983
0.209	0.0287	-0.2535	-0.0554	0.1594	0.1485	1.0	0.1075	-0.0574	-0.201	-0.0196	-0.2234	0.0734	-0.2838
-0.0261	0.2383	-0.1286	0.0256	-0.0718	0.0277	0.1075	1.0	-0.0636	0.0386	-0.2837	0.0856	-0.2186	-0.023
0.1808	0.1462	-0.137	-0.0505	-0.2965	0.062	-0.0574	-0.0636	1.0	-0.2698	-0.0725	-0.173	-0.1039	0.1567
0.1005	-0.0152	-0.1082	-0.1759	-0.0889	-0.1677	-0.201	0.0386	-0.2698	1.0	-0.0725	0.1512	0.1992	-0.1486
0.2927	-0.1445	0.0241	-0.0479	0.1521	-0.1683	-0.0196	-0.2837	-0.0725	-0.0725	1.0	-0.2509	-0.2884	0.0237
0.0573	-0.1517	-0.217	0.2429	0.2121	-0.0385	-0.2234	0.0856	-0.173	0.1512	-0.2509	1.0	0.2999	-0.09
0.27	0.0826	-0.1612	0.0504	0.2721	-0.2826	0.0734	-0.2186	-0.1039	0.1992	-0.2884	0.2999	1.0	0.0901
0.2349	0.1595	0.1164	0.1173	-0.0486	-0.0983	-0.2838	-0.023	0.1567	-0.1486	0.0237	-0.09	0.0901	1.0
